Latitude,Longitude,Altitude(m)
35.641323,-82.554925,692.0906639099121
35.641304,-82.554907,694.3171043395996
35.641346,-82.554976,691.6021385192871
35.641345,-82.555034,690.3238182067871
35.641335,-82.555100,687.4134178161621
35.641326,-82.555162,686.9720115661621
35.641306,-82.555222,685.9964256286621
35.641291,-82.555277,685.0063133239746
35.641259,-82.555332,684.2493553161621
35.641233,-82.555379,682.8057518005371
35.641215,-82.555439,683.2127342224121
35.641198,-82.555495,683.9362449645996
35.641178,-82.555547,684.3875389099121
35.641160,-82.555601,684.6927146911621
35.641137,-82.555663,685.4364891052246
35.641118,-82.555723,685.6099510192871
35.641096,-82.555788,685.4407615661621
35.641081,-82.555856,685.5791893005371
35.641065,-82.555920,685.1267967224121
35.641050,-82.555972,684.9251365661621
35.641029,-82.556039,684.2664451599121
35.641014,-82.556093,684.1943016052246
35.640999,-82.556149,683.5754051208496
35.640979,-82.556199,683.2315330505371
35.640960,-82.556252,682.9571189880371
35.640945,-82.556307,682.8460350036621
35.640929,-82.556361,682.9407615661621
35.640916,-82.556414,683.1060447692871
35.640902,-82.556485,682.8689842224121
35.640897,-82.556543,682.3794822692871
35.640905,-82.556611,682.5147361755371
35.640903,-82.556685,682.1250877380371
35.640903,-82.556744,681.9247703552246
35.640898,-82.556814,681.9954490661621
35.640892,-82.556869,681.4732322692871
35.640887,-82.556928,681.0461082458496
35.640887,-82.556989,680.8354148864746
35.640886,-82.557049,681.0646629333496
35.640888,-82.557105,680.2607078552246
35.640901,-82.557173,678.3572654724121
35.640898,-82.557247,678.9185447692871
35.640894,-82.557304,676.9034080505371
35.640900,-82.557367,675.3287010192871
35.640902,-82.557440,674.9462547302246
35.640894,-82.557511,675.2305564880371
35.640895,-82.557580,674.8330955505371
35.640850,-82.557602,673.7173728942871
35.640801,-82.557604,673.2814598083496
35.640772,-82.557663,672.3251609802246
35.640770,-82.557725,668.6385154724121
35.640735,-82.557768,666.6056785583496
35.640694,-82.557815,666.1678123474121
35.640675,-82.557874,665.6322898864746
35.640662,-82.557933,665.3326072692871
35.640660,-82.557997,664.8662986755371
35.640684,-82.558057,661.9037742614746
35.640684,-82.558113,661.5425682067871
35.640666,-82.558176,661.8523826599121
35.640647,-82.558231,661.2054100036621
35.640643,-82.558169,660.7348289489746
35.640672,-82.558114,660.6227684020996
35.640665,-82.558184,660.8639793395996
35.640716,-82.558183,659.0845603942871
35.640725,-82.558246,659.1221580505371
35.640690,-82.558289,658.6703758239746
35.640660,-82.558242,659.5658836364746
35.640614,-82.558281,659.6447410583496
35.640565,-82.558311,659.3164939880371
35.640507,-82.558333,659.2653465270996
35.640454,-82.558345,658.2671775817871
35.640400,-82.558347,657.9059715270996
35.640338,-82.558348,657.7979393005371
35.640281,-82.558352,657.9458885192871
35.640233,-82.558349,657.8401756286621
35.640178,-82.558349,657.4095115661621
35.640125,-82.558345,657.2471580505371
35.640075,-82.558346,656.5252342224121
35.640023,-82.558349,657.0115623474121
35.639974,-82.558355,656.8498191833496
35.639927,-82.558352,656.0913963317871
35.639881,-82.558355,656.1722068786621
35.639831,-82.558358,655.9374656677246
35.639781,-82.558359,656.1468162536621
35.639727,-82.558361,656.2627830505371
35.639679,-82.558357,655.6621971130371
35.639628,-82.558359,655.6310691833496
35.639576,-82.558362,655.9129295349121
35.639529,-82.558378,655.4488182067871
35.639487,-82.558413,654.8990135192871
35.639433,-82.558416,654.6206932067871
35.639387,-82.558407,654.5645408630371
35.639333,-82.558391,654.3214988708496
35.639283,-82.558378,653.2900047302246
35.639227,-82.558371,652.9551658630371
35.639179,-82.558369,652.9283103942871
35.639132,-82.558367,652.4275779724121
35.639073,-82.558375,652.6155662536621
35.639024,-82.558379,652.6447410583496
35.638972,-82.558381,652.4508934020996
35.638916,-82.558386,652.1106834411621
35.638862,-82.558395,651.8230857849121
35.638810,-82.558399,652.1892967224121
35.638756,-82.558400,651.7223777770996
35.638705,-82.558394,651.4261131286621
35.638659,-82.558388,651.6834373474121
35.638608,-82.558380,651.2672996520996
35.638558,-82.558379,651.1910057067871
35.638506,-82.558388,650.9469871520996
35.638454,-82.558392,650.6919822692871
35.638401,-82.558395,650.4644432067871
35.638348,-82.558379,650.0891990661621
35.638296,-82.558348,649.8789939880371
35.638255,-82.558320,649.4092674255371
35.638208,-82.558307,649.4209861755371
35.638158,-82.558289,648.9715232849121
35.638102,-82.558267,648.5906639099121
35.638048,-82.558281,648.5972557067871
35.638010,-82.558323,648.4307518005371
35.637973,-82.558359,648.5462303161621
35.637927,-82.558371,648.3724021911621
35.637871,-82.558361,648.8670310974121
35.637821,-82.558345,648.9789695739746
35.637768,-82.558337,648.9285545349121
35.637722,-82.558332,648.9764060974121
35.637665,-82.558327,649.0158348083496
35.637612,-82.558320,648.8438377380371
35.637563,-82.558314,648.7576560974121
35.637513,-82.558315,648.3108787536621
35.637465,-82.558306,648.2102928161621
35.637411,-82.558294,648.1819725036621
35.637357,-82.558283,648.2500877380371
35.637311,-82.558273,648.1090965270996
35.637260,-82.558270,648.2414207458496
35.637204,-82.558272,648.4360008239746
35.637147,-82.558268,648.3628807067871
35.637100,-82.558260,647.9831199645996
35.637059,-82.558232,648.0645408630371
35.637047,-82.558170,647.1697654724121
35.637002,-82.558134,647.5590476989746
35.636957,-82.558111,647.7807273864746
35.636916,-82.558082,648.0933494567871
35.636871,-82.558052,649.0988426208496
35.636830,-82.558024,649.9560203552246
35.636783,-82.558018,649.1424217224121
35.636731,-82.558002,648.0948143005371
35.636676,-82.557985,647.4483299255371
35.636621,-82.557976,646.4070701599121
35.636571,-82.557962,645.7527732849121
35.636513,-82.557948,645.7298240661621
35.636461,-82.557965,646.3902244567871
35.636495,-82.557911,645.7476463317871
35.636440,-82.557906,643.6905174255371
35.636386,-82.557914,643.9483299255371
35.636345,-82.557951,645.4283103942871
35.636405,-82.557948,646.3528709411621
35.636456,-82.557951,646.8229637145996
35.636501,-82.557934,646.5669822692871
35.636463,-82.557972,647.3558006286621
35.636501,-82.557943,647.1844139099121
35.636455,-82.557958,645.1289939880371
35.636490,-82.557922,644.7525291442871
35.636518,-82.557872,644.0437889099121
35.636523,-82.557930,644.5188865661621
35.636482,-82.557882,643.8604393005371
35.636441,-82.557841,643.5262107849121
35.636391,-82.557826,646.1419334411621
35.636344,-82.557810,645.7322654724121
35.636291,-82.557790,645.6553611755371
35.636242,-82.557772,645.6790428161621
35.636192,-82.557753,644.8025779724121
35.636146,-82.557724,643.5481834411621
35.636092,-82.557720,643.8721580505371
35.636042,-82.557714,643.7329978942871
35.635984,-82.557697,643.6250877380371
35.635933,-82.557687,642.8466453552246
35.635887,-82.557672,642.5096092224121
35.635840,-82.557657,642.1338768005371
35.635785,-82.557643,642.1071434020996
35.635741,-82.557631,642.0977439880371
35.635697,-82.557611,641.9794578552246
35.635648,-82.557610,642.0581932067871
35.635604,-82.557582,642.1794090270996
35.635638,-82.557542,642.9837303161621
35.635586,-82.557519,643.0791893005371
35.635530,-82.557509,644.1404685974121
35.635476,-82.557496,643.8323631286621
35.635428,-82.557488,643.6565818786621
35.635370,-82.557469,643.8042869567871
35.635322,-82.557469,643.7671775817871
35.635279,-82.557489,644.0127830505371
35.635234,-82.557494,644.1219139099121
35.635191,-82.557472,644.5555076599121
35.635232,-82.557510,642.5027732849121
35.635278,-82.557539,642.0577049255371
35.635263,-82.557481,643.1385154724121
35.635209,-82.557462,643.1851463317871
35.635254,-82.557499,643.6106834411621
35.635207,-82.557502,644.5972557067871
35.635228,-82.557452,645.5818748474121
35.635225,-82.557507,644.5525779724121
35.635271,-82.557536,645.8081932067871
35.635225,-82.557519,646.9641990661621
35.635179,-82.557497,646.8955955505371
35.635211,-82.557454,648.1443748474121
35.635207,-82.557388,646.3348045349121
35.635168,-82.557334,646.7166404724121
35.635141,-82.557287,646.7024803161621
35.635149,-82.557224,646.9829978942871
35.635171,-82.557166,646.3876609802246
35.635186,-82.557101,645.3476219177246
35.635146,-82.557069,644.1850242614746
35.635113,-82.557026,643.8612937927246
35.635081,-82.556967,643.7515525817871
35.635066,-82.556913,643.4703025817871
35.635057,-82.556851,643.4756736755371
35.635049,-82.556795,643.3033103942871
35.635048,-82.556728,643.1092185974121
35.635043,-82.556662,643.0945701599121
35.635050,-82.556596,642.8301658630371
35.635059,-82.556532,642.9981346130371
35.635064,-82.556462,642.7519187927246
35.635061,-82.556398,642.8829002380371
35.635065,-82.556329,642.8589744567871
35.635064,-82.556262,642.7222557067871
35.635067,-82.556200,642.4610252380371
35.635056,-82.556138,642.3872947692871
35.635047,-82.556072,642.4530906677246
35.635036,-82.556004,642.4876365661621
35.635039,-82.555940,641.9790916442871
35.635042,-82.555875,641.7397117614746
35.635038,-82.555807,641.7771873474121
35.635046,-82.555744,641.8860740661621
35.635066,-82.555689,641.8111228942871
35.635071,-82.555628,641.9700584411621
35.635073,-82.555562,642.3454246520996
35.635077,-82.555506,642.8114891052246
35.635080,-82.555440,642.9627342224121
35.635076,-82.555384,643.0137596130371
35.635074,-82.555314,643.0601463317871
35.635075,-82.555249,643.1560935974121
35.635073,-82.555176,643.0921287536621
35.635071,-82.555108,643.1822166442871
35.635064,-82.555036,643.2633934020996
35.635056,-82.554964,643.3228416442871
35.635021,-82.554911,643.1863670349121
35.634971,-82.554881,643.0787010192871
35.634928,-82.554837,643.0313377380371
35.634901,-82.554782,643.0153465270996
35.634889,-82.554714,642.3595848083496
35.634889,-82.554656,641.9123191833496
35.634887,-82.554601,642.1460838317871
35.634885,-82.554534,642.1946678161621
35.634891,-82.554474,642.1458396911621
35.634897,-82.554417,642.0927391052246
35.634902,-82.554348,642.1182518005371
35.634895,-82.554279,642.3123435974121
35.634880,-82.554213,642.4666404724121
35.634861,-82.554146,642.6697654724121
35.634844,-82.554077,642.5418357849121
35.634837,-82.554014,643.0589256286621
35.634835,-82.553956,643.1492576599121
35.634835,-82.553888,643.3101463317871
35.634837,-82.553823,643.8689842224121
35.634840,-82.553763,643.3472557067871
35.634849,-82.553700,643.0433006286621
35.634863,-82.553629,642.8670310974121
35.634876,-82.553560,642.9751853942871
35.634885,-82.553504,642.8604393005371
35.634899,-82.553442,643.0076560974121
35.634853,-82.553415,642.5513572692871
35.634799,-82.553404,642.7652244567871
35.634746,-82.553388,642.6238670349121
35.634699,-82.553364,642.6929588317871
35.634653,-82.553328,642.4090232849121
35.634639,-82.553265,642.7322654724121
35.634624,-82.553200,642.9141502380371
35.634608,-82.553148,643.3886375427246
35.634589,-82.553096,643.1797752380371
35.634566,-82.553036,643.2786521911621
35.634547,-82.552976,644.0470848083496
35.634532,-82.552912,644.9329490661621
35.634539,-82.552968,642.6870994567871
35.634519,-82.552903,642.0807762145996
35.634497,-82.552851,642.1084861755371
35.634478,-82.552799,642.6929588317871
35.634446,-82.552740,642.6512107849121
35.634424,-82.552678,642.7253074645996
35.634409,-82.552614,642.8503074645996
35.634385,-82.552549,643.0176658630371
35.634361,-82.552489,643.4031639099121
35.634348,-82.552428,643.3284568786621
35.634400,-82.552412,644.7458152770996
35.634403,-82.552474,642.6673240661621
35.634426,-82.552526,642.3653221130371
35.634429,-82.552582,642.7703514099121
35.634457,-82.552533,641.8885154724121
35.634435,-82.552479,642.2940330505371
35.634422,-82.552413,642.8844871520996
35.634403,-82.552363,643.1333885192871
35.634418,-82.552299,644.2271385192871
35.634408,-82.552244,644.6171531677246
35.634413,-82.552179,644.8816795349121
35.634418,-82.552114,644.5039939880371
35.634433,-82.552052,645.7986717224121
35.634455,-82.551998,645.6001853942871
35.634478,-82.551939,646.1508445739746
35.634505,-82.551875,645.2152976989746
35.634533,-82.551830,645.6172752380371
35.634561,-82.551772,645.1691551208496
35.634586,-82.551726,644.8330955505371
35.634619,-82.551681,644.9715232849121
35.634645,-82.551632,644.6844139099121
35.634606,-82.551583,645.1162986755371
35.634558,-82.551543,645.0055809020996
35.634520,-82.551495,644.9515037536621
35.634506,-82.551442,645.2779197692871
35.634522,-82.551386,644.9666404724121
35.634546,-82.551327,645.4798240661621
35.634572,-82.551276,644.7849998474121
35.634601,-82.551217,644.7621726989746
35.634631,-82.551171,644.4104881286621
35.634654,-82.551120,644.1777000427246
35.634683,-82.551074,644.5091209411621
35.634725,-82.551027,643.9515037536621
35.634763,-82.550978,644.5032615661621
35.634797,-82.550929,644.8489646911621
35.634827,-82.550885,644.5097312927246
35.634863,-82.550830,644.8213768005371
35.634885,-82.550768,645.6343650817871
35.634923,-82.550716,645.6546287536621
35.634958,-82.550672,645.3544578552246
35.634991,-82.550633,644.9065818786621
35.635024,-82.550587,644.5935935974121
35.635064,-82.550546,644.4504051208496
35.635098,-82.550501,644.1702537536621
35.635125,-82.550446,644.1311912536621
35.635140,-82.550378,645.0026512145996
35.635141,-82.550309,644.7166404724121
35.635154,-82.550251,643.9049949645996
35.635185,-82.550201,644.3623924255371
35.635203,-82.550139,644.1955223083496
35.635193,-82.550069,644.0757713317871
35.635190,-82.550011,644.5938377380371
35.635209,-82.549957,644.5264549255371
35.635234,-82.549907,644.5777244567871
35.635255,-82.549858,644.2801170349121
35.635284,-82.549803,644.3238182067871
35.635313,-82.549748,644.1282615661621
35.635354,-82.549717,644.3401756286621
35.635385,-82.549661,646.6047019958496
35.635424,-82.549618,646.1448631286621
35.635472,-82.549579,644.3880271911621
35.635493,-82.549521,644.2796287536621
35.635514,-82.549468,644.5174217224121
35.635545,-82.549411,644.5130271911621
35.635570,-82.549344,644.2344627380371
35.635589,-82.549285,644.3838768005371
35.635617,-82.549236,645.0208396911621
35.635638,-82.549178,645.2349510192871
35.635689,-82.549184,645.8933982849121
35.635736,-82.549190,645.6835594177246
35.635770,-82.549235,646.3492088317871
35.635810,-82.549202,646.2083396911621
35.635828,-82.549148,646.5395164489746
35.635845,-82.549079,646.0079002380371
35.635839,-82.549010,645.2266502380371
35.635866,-82.548961,645.1592674255371
35.635893,-82.548913,645.1538963317871
35.635927,-82.548854,644.8721580505371
35.635941,-82.548794,644.3802146911621
35.635956,-82.548725,644.4521141052246
35.635980,-82.548657,644.4185447692871
35.636025,-82.548627,645.1514549255371
35.636051,-82.548673,644.3990135192871
35.636048,-82.548735,643.8990135192871
35.636056,-82.548793,642.9297752380371
35.636040,-82.548849,643.3396873474121
35.636072,-82.548798,642.9634666442871
35.636113,-82.548769,641.5684471130371
35.636064,-82.548776,642.0434226989746
35.636014,-82.548797,642.6868553161621
35.636042,-82.548753,643.7675437927246
35.636082,-82.548787,643.8706932067871
35.636064,-82.548844,645.0408592224121
35.636071,-82.548773,645.0320701599121
35.636063,-82.548712,645.1425437927246
35.636071,-82.548649,645.3173484802246
35.636081,-82.548583,645.6303367614746
35.636109,-82.548535,646.0044822692871
35.636154,-82.548499,645.9622459411621
35.636197,-82.548476,645.9527244567871
35.636242,-82.548457,646.2304344177246
35.636292,-82.548443,646.4263572692871
35.636342,-82.548430,646.1343650817871
35.636393,-82.548424,646.1770896911621
35.636434,-82.548448,645.9427146911621
35.636483,-82.548481,645.6928367614746
35.636530,-82.548501,645.8699607849121
35.636581,-82.548480,646.4103660583496
35.636600,-82.548427,646.6106834411621
35.636621,-82.548374,646.6973533630371
35.636645,-82.548319,646.6827049255371
35.636696,-82.548325,646.2406883239746
35.636731,-82.548282,646.3504295349121
35.636747,-82.548224,648.3384666442871
35.636784,-82.548187,648.7344627380371
35.636819,-82.548152,649.7453269958496
35.636868,-82.548134,650.9056053161621
35.636921,-82.548126,650.8540916442871
35.636956,-82.548162,652.1149559020996
35.636999,-82.548123,652.4746971130371
35.637051,-82.548123,652.7553367614746
35.637102,-82.548123,652.6131248474121
35.637149,-82.548097,653.4943504333496
35.637138,-82.548155,654.5103416442871
35.637131,-82.548096,654.0485496520996
35.637122,-82.548041,653.4047508239746
35.637140,-82.548095,651.1790428161621
35.637137,-82.548163,649.9576072692871
35.637138,-82.548220,649.0259666442871
35.637087,-82.548236,648.8733787536621
35.637037,-82.548199,649.3603172302246
35.636983,-82.548192,648.7995262145996
35.636942,-82.548221,648.2146873474121
35.636906,-82.548259,648.1704978942871
35.636872,-82.548296,647.9258689880371
35.636841,-82.548338,647.6436424255371
35.636802,-82.548379,647.7723045349121
35.636813,-82.548321,646.6652488708496
35.636861,-82.548300,647.4510154724121
35.636892,-82.548253,647.3987693786621
35.636935,-82.548208,647.7818260192871
35.636985,-82.548180,647.8359031677246
35.637032,-82.548187,647.3601951599121
35.637091,-82.548190,646.6553611755371
35.637147,-82.548188,646.5191307067871
35.637192,-82.548163,647.0032615661621
35.637185,-82.548103,647.1372947692871
35.637184,-82.548047,647.9305076599121
35.637144,-82.548017,648.0911521911621
35.637155,-82.548072,645.4114646911621
35.637173,-82.548129,648.6895408630371
35.637200,-82.548173,647.1058006286621
35.637200,-82.548239,647.8719139099121
35.637184,-82.548303,646.4031639099121
35.637169,-82.548358,647.4919090270996
35.637143,-82.548414,648.1441307067871
35.637121,-82.548468,648.9956932067871
35.637089,-82.548524,648.5169334411621
35.637063,-82.548573,647.9829978942871
35.637043,-82.548625,647.3820457458496
35.637021,-82.548676,648.1403465270996
35.637015,-82.548748,647.8219871520996
35.637007,-82.548802,647.8998680114746
35.636993,-82.548865,647.9493064880371
35.636967,-82.548924,648.3995018005371
35.636937,-82.548985,648.3294334411621
35.636918,-82.549036,648.1014060974121
35.636897,-82.549090,648.6175193786621
35.636882,-82.549148,648.6811180114746
35.636864,-82.549206,648.0506248474121
35.636839,-82.549254,648.3117332458496
35.636808,-82.549307,648.5364646911621
35.636771,-82.549365,647.8396873474121
35.636750,-82.549425,646.7566795349121
35.636735,-82.549486,647.1153221130371
35.636712,-82.549553,647.5130271911621
35.636693,-82.549615,647.7061424255371
35.636674,-82.549681,648.1170310974121
35.636651,-82.549730,647.8631248474121
35.636622,-82.549786,648.1316795349121
35.636597,-82.549847,648.5591697692871
35.636571,-82.549903,648.1032371520996
35.636552,-82.549972,648.1138572692871
35.636536,-82.550027,647.7786521911621
35.636507,-82.550079,647.9383201599121
35.636486,-82.550142,647.0733299255371
35.636460,-82.550200,647.4164695739746
35.636430,-82.550266,647.8648338317871
35.636407,-82.550330,648.5501365661621
35.636391,-82.550391,648.3160057067871
35.636381,-82.550458,647.8540916442871
35.636354,-82.550512,647.9266014099121
35.636326,-82.550562,648.2112693786621
35.636292,-82.550614,647.7727928161621
35.636270,-82.550677,647.8650779724121
35.636256,-82.550731,648.5837059020996
35.636231,-82.550784,648.1798973083496
35.636191,-82.550834,648.4500389099121
35.636143,-82.550862,648.5973777770996
35.636103,-82.550894,648.6023826599121
35.636054,-82.550941,648.3158836364746
35.636020,-82.550980,647.9915428161621
35.635980,-82.551018,647.9339256286621
35.635946,-82.551057,648.4472312927246
35.635922,-82.551104,648.3301658630371
35.635906,-82.551160,648.5110740661621
35.635895,-82.551232,648.6236228942871
35.635890,-82.551287,648.7183494567871
35.635883,-82.551345,648.6338768005371
35.635876,-82.551414,648.5948143005371
35.635870,-82.551469,648.2720603942871
35.635849,-82.551528,648.4966697692871
35.635809,-82.551580,648.1565818786621
35.635768,-82.551619,648.0038719177246
35.635728,-82.551653,647.8431053161621
35.635679,-82.551694,647.3492088317871
35.635639,-82.551721,647.5606346130371
35.635587,-82.551739,647.0630760192871
35.635551,-82.551779,646.8454246520996
35.635504,-82.551800,646.2956199645996
35.635485,-82.551749,645.3083152770996
35.635530,-82.551752,645.6508445739746
35.635540,-82.551686,642.8133201599121
35.635524,-82.551748,642.7741355895996
35.635504,-82.551805,643.1018943786621
35.635476,-82.551856,643.9358787536621
35.635455,-82.551915,644.0989646911621
35.635432,-82.551964,643.3836326599121
35.635408,-82.552017,642.1198387145996
35.635376,-82.552065,643.2742576599121
35.635351,-82.552115,643.1828269958496
35.635320,-82.552168,643.0999412536621
35.635285,-82.552215,643.0894432067871
35.635311,-82.552263,642.7754783630371
35.635278,-82.552222,642.6994285583496
35.635241,-82.552189,643.4287986755371
35.635268,-82.552234,643.2000389099121
35.635283,-82.552288,643.3709373474121
35.635232,-82.552292,642.2117576599121
35.635264,-82.552251,641.9837303161621
35.635288,-82.552203,643.1040916442871
35.635271,-82.552260,641.9197654724121
35.635318,-82.552250,642.2207908630371
35.635307,-82.552320,643.8758201599121
35.635348,-82.552275,643.5513572692871
35.635395,-82.552270,642.1010398864746
35.635444,-82.552254,641.3334617614746
35.635483,-82.552224,641.1932029724121
35.635521,-82.552193,641.1141014099121
35.635564,-82.552154,640.8855857849121
35.635605,-82.552130,640.8449363708496
35.635654,-82.552099,640.2780418395996
35.635701,-82.552063,640.2818260192871
35.635746,-82.552034,641.2185935974121
35.635794,-82.552006,641.2024803161621
35.635838,-82.551978,641.2823143005371
35.635886,-82.551954,641.9745750427246
35.635929,-82.551927,641.8318748474121
35.635979,-82.551889,641.9661521911621
35.636024,-82.551867,643.1145896911621
35.636073,-82.551850,642.5650291442871
35.636105,-82.551902,642.4768943786621
35.636142,-82.551946,642.9622459411621
35.636195,-82.551946,643.0806541442871
35.636247,-82.551941,642.7815818786621
35.636299,-82.551915,644.1978416442871
35.636346,-82.551883,644.5581932067871
35.636399,-82.551853,644.8958396911621
35.636455,-82.551836,644.8241844177246
35.636510,-82.551825,644.6971092224121
35.636559,-82.551806,644.8418846130371
35.636595,-82.551761,645.8379783630371
35.636620,-82.551704,646.4809226989746
35.636641,-82.551652,646.4900779724121
35.636684,-82.551608,646.5617332458496
35.636733,-82.551592,647.3343162536621
35.636784,-82.551621,647.7265281677246
35.636831,-82.551646,647.7445945739746
35.636879,-82.551654,647.7316551208496
35.636928,-82.551643,648.0296287536621
35.636974,-82.551626,648.3279685974121
35.637026,-82.551611,648.8506736755371
35.637074,-82.551592,648.7568016052246
35.637119,-82.551585,649.6888084411621
35.637179,-82.551590,648.9283103942871
35.637227,-82.551619,648.6596336364746
35.637273,-82.551641,648.4209861755371
35.637317,-82.551661,648.5259666442871
35.637373,-82.551674,649.2162742614746
35.637422,-82.551671,649.5409812927246
35.637477,-82.551664,649.4961814880371
35.637530,-82.551657,650.0308494567871
35.637584,-82.551646,649.3428611755371
35.637642,-82.551656,649.2596092224121
35.637690,-82.551658,649.3138084411621
35.637698,-82.551596,649.3391990661621
35.637737,-82.551559,649.4270896911621
35.637790,-82.551573,650.7503318786621
35.637766,-82.551624,651.7242088317871
35.637805,-82.551584,651.3296775817871
35.637857,-82.551584,651.1297264099121
35.637907,-82.551587,650.7803611755371
35.637964,-82.551588,650.9578514099121
35.638019,-82.551582,651.4441795349121
35.638075,-82.551584,651.3169822692871
35.638130,-82.551582,651.5182762145996
35.638185,-82.551588,651.8457908630371
35.638238,-82.551593,651.8387107849121
35.638213,-82.551640,652.2043113708496
35.638151,-82.551600,652.1294822692871
35.638194,-82.551578,650.9444236755371
35.638241,-82.551576,651.7098045349121
35.638195,-82.551557,652.0828514099121
35.638241,-82.551590,649.9638328552246
35.638267,-82.551636,651.4632225036621
35.638275,-82.551579,651.8549461364746
35.638309,-82.551536,651.3462791442871
35.638364,-82.551530,652.1888084411621
35.638422,-82.551515,652.9948387145996
35.638470,-82.551508,653.1665916442871
35.638517,-82.551492,653.7989158630371
35.638570,-82.551483,654.7405662536621
35.638618,-82.551487,655.0801658630371
35.638665,-82.551503,654.7456932067871
35.638712,-82.551527,654.8724021911621
35.638763,-82.551553,654.7959861755371
35.638809,-82.551575,654.7615623474121
35.638865,-82.551596,654.9074363708496
35.638910,-82.551627,654.8006248474121
35.638958,-82.551658,654.9777488708496
35.639013,-82.551677,654.7394676208496
35.639055,-82.551699,654.4522361755371
35.639101,-82.551721,654.5982322692871
35.639145,-82.551750,654.2427635192871
35.639184,-82.551799,654.2375144958496
35.639237,-82.551823,654.0791893005371
35.639289,-82.551852,654.5983543395996
35.639334,-82.551874,654.9113426208496
35.639379,-82.551892,654.8326072692871
35.639428,-82.551908,654.6745262145996
35.639478,-82.551916,655.4477195739746
35.639522,-82.551940,654.9849510192871
35.639566,-82.551966,654.9087791442871
35.639609,-82.551996,655.3493309020996
35.639664,-82.552020,655.8067283630371
35.639705,-82.552045,655.9683494567871
35.639755,-82.552072,656.2754783630371
35.639803,-82.552112,656.2349510192871
35.639848,-82.552144,655.9989891052246
35.639893,-82.552187,656.2309226989746
35.639929,-82.552229,656.4851951599121
35.639968,-82.552266,656.7669334411621
35.640015,-82.552296,657.5162010192871
35.640058,-82.552323,658.2897605895996
35.640098,-82.552351,658.2007713317871
35.640142,-82.552370,658.4322166442871
35.640195,-82.552386,658.5413475036621
35.640243,-82.552398,659.3238182067871
35.640293,-82.552407,658.7178611755371
35.640343,-82.552427,658.8919334411621
35.640389,-82.552437,659.2867088317871
35.640441,-82.552449,659.4014549255371
35.640486,-82.552457,659.3474998474121
35.640542,-82.552477,659.5094871520996
35.640596,-82.552494,659.5412254333496
35.640643,-82.552514,659.4876365661621
35.640689,-82.552530,659.7343406677246
35.640733,-82.552544,660.0337791442871
35.640782,-82.552555,660.4839744567871
35.640831,-82.552578,661.1104393005371
35.640868,-82.552608,663.7575340270996
35.640910,-82.552641,666.3195457458496
35.640863,-82.552636,666.1661033630371
35.640842,-82.552585,664.8052635192871
35.640875,-82.552626,665.6542625427246
35.640917,-82.552662,665.8988914489746
35.640968,-82.552693,667.1691551208496
35.641017,-82.552715,667.4080467224121
35.641059,-82.552744,667.1835594177246
35.641107,-82.552772,666.6614646911621
35.641158,-82.552801,666.7405662536621
35.641204,-82.552819,666.6934471130371
35.641250,-82.552831,666.4504051208496
35.641300,-82.552843,666.7096824645996
35.641249,-82.552843,667.7652244567871
35.641268,-82.552895,667.3792381286621
35.641298,-82.552938,667.9251365661621
35.641337,-82.552908,668.5096092224121
35.641287,-82.552919,670.7364158630371
35.641254,-82.552963,670.0318260192871
35.641247,-82.552906,671.1663475036621
35.641243,-82.552850,671.7443504333496
35.641234,-82.552905,670.9931297302246
35.641223,-82.552960,670.8951072692871
35.641242,-82.552888,672.6553611755371
35.641292,-82.552878,672.8514060974121
35.641325,-82.552934,671.5154685974121
35.641315,-82.552992,671.8582420349121
35.641278,-82.552940,673.3208885192871
35.641302,-82.552987,673.1534080505371
35.641360,-82.552957,675.0083885192871
35.641320,-82.552909,675.4994773864746
35.641279,-82.552881,675.0326805114746
35.641224,-82.552852,674.7255516052246
35.641182,-82.552834,673.4552879333496
35.641223,-82.552858,672.4314842224121
35.641272,-82.552876,672.5061912536621
35.641321,-82.552882,672.4231834411621
35.641370,-82.552868,673.5791893005371
35.641381,-82.552807,672.9839744567871
35.641335,-82.552812,672.6231346130371
35.641290,-82.552822,672.2812156677246
35.641245,-82.552843,672.4087791442871
35.641223,-82.552892,673.9236717224121
35.641196,-82.552949,674.2151756286621
35.641235,-82.552918,679.0772361755371
35.641271,-82.552868,678.8970603942871
35.641312,-82.552827,678.4060935974121
35.641349,-82.552793,676.5275535583496
35.641402,-82.552800,676.7459373474121
35.641441,-82.552832,676.3551902770996
35.641481,-82.552866,676.2359275817871
35.641525,-82.552893,676.3909568786621
35.641544,-82.552953,676.3655662536621
35.641544,-82.552960,676.6053123474121